,datetime,index,NO<sub>2</sub>,pm10,pm2.5,year,day,hour,month
0,2022-01-01 00:00:00,0.0,0.87,10.64,8.44,2022,1,0,1
1,2022-01-01 01:00:00,1.0,0.1,20.05,13.73,2022,1,1,1
2,2022-01-01 02:00:00,2.0,-1.0,21.74,12.88,2022,1,2,1
3,2022-01-01 03:00:00,3.0,-1.83,23.92,13.5,2022,1,3,1
4,2022-01-01 04:00:00,4.0,-2.37,26.37,15.19,2022,1,4,1
5,2022-01-01 05:00:00,5.0,-2.61,23.77,14.51,2022,1,5,1
6,2022-01-01 06:00:00,6.0,-2.42,22.96,14.39,2022,1,6,1
7,2022-01-01 07:00:00,7.0,-1.88,22.14,14.43,2022,1,7,1
8,2022-01-01 08:00:00,8.0,-2.46,17.82,11.84,2022,1,8,1
9,2022-01-01 09:00:00,9.0,-2.4,20.87,12.75,2022,1,9,1
10,2022-01-01 10:00:00,10.0,-1.36,21.32,13.36,2022,1,10,1
11,2022-01-01 11:00:00,11.0,-1.29,23.83,14.55,2022,1,11,1
12,2022-01-01 12:00:00,12.0,-0.59,21.76,13.3,2022,1,12,1
13,2022-01-01 13:00:00,13.0,-1.08,20.58,12.44,2022,1,13,1
14,2022-01-01 14:00:00,14.0,-0.85,17.73,11.33,2022,1,14,1
15,2022-01-01 15:00:00,15.0,-0.62,18.39,11.59,2022,1,15,1
16,2022-01-01 16:00:00,16.0,0.55,18.52,11.98,2022,1,16,1
17,2022-01-01 17:00:00,17.0,-0.33,16.54,11.44,2022,1,17,1
18,2022-01-01 18:00:00,18.0,-0.39,15.47,11.03,2022,1,18,1
19,2022-01-01 19:00:00,19.0,0.21,15.3,10.57,2022,1,19,1
20,2022-01-01 20:00:00,20.0,1.19,14.04,9.56,2022,1,20,1
21,2022-01-01 21:00:00,21.0,2.32,17.28,11.42,2022,1,21,1
22,2022-01-01 22:00:00,22.0,0.52,18.06,11.46,2022,1,22,1
23,2022-01-01 23:00:00,23.0,-0.61,16.67,10.67,2022,1,23,1
24,2022-01-02 00:00:00,24.0,-0.84,16.43,10.24,2022,2,0,1
25,2022-01-02 01:00:00,25.0,-0.89,18.24,11.85,2022,2,1,1
26,2022-01-02 02:00:00,26.0,-2.35,16.05,9.31,2022,2,2,1
27,2022-01-02 03:00:00,27.0,-2.84,12.54,7.74,2022,2,3,1
28,2022-01-02 04:00:00,28.0,-2.98,9.22,5.75,2022,2,4,1
29,2022-01-02 05:00:00,29.0,-3.1,10.38,6.09,2022,2,5,1
30,2022-01-02 06:00:00,30.0,-1.96,9.65,5.76,2022,2,6,1
31,2022-01-02 07:00:00,31.0,-2.44,8.91,5.22,2022,2,7,1
32,2022-01-02 08:00:00,32.0,-2.44,8.48,4.74,2022,2,8,1
33,2022-01-02 09:00:00,33.0,-0.88,8.47,5.01,2022,2,9,1
34,2022-01-02 10:00:00,34.0,-1.23,9.33,5.47,2022,2,10,1
35,2022-01-02 11:00:00,35.0,0.03,5.73,3.53,2022,2,11,1
36,2022-01-02 12:00:00,36.0,-0.28,4.21,2.49,2022,2,12,1
37,2022-01-02 13:00:00,37.0,-0.13,4.61,2.64,2022,2,13,1
38,2022-01-02 14:00:00,38.0,-0.28,8.15,4.46,2022,2,14,1
39,2022-01-02 15:00:00,39.0,0.62,8.62,5.21,2022,2,15,1
40,2022-01-02 16:00:00,40.0,3.11,7.72,4.67,2022,2,16,1
41,2022-01-02 17:00:00,41.0,1.67,10.51,6.74,2022,2,17,1
42,2022-01-02 18:00:00,42.0,0.54,13.08,8.24,2022,2,18,1
43,2022-01-02 19:00:00,43.0,1.76,13.83,8.71,2022,2,19,1
44,2022-01-02 20:00:00,44.0,1.39,13.29,8.4,2022,2,20,1
45,2022-01-02 21:00:00,45.0,0.65,13.76,9.15,2022,2,21,1
46,2022-01-02 22:00:00,46.0,-0.8,14.71,9.02,2022,2,22,1
47,2022-01-02 23:00:00,47.0,-1.51,14.73,9.52,2022,2,23,1
48,2022-01-03 00:00:00,48.0,-2.51,12.18,7.67,2022,3,0,1
49,2022-01-03 01:00:00,49.0,-2.95,13.27,8.13,2022,3,1,1
50,2022-01-03 02:00:00,50.0,-3.45,11.65,6.96,2022,3,2,1
51,2022-01-03 03:00:00,51.0,-3.32,12.18,7.34,2022,3,3,1
52,2022-01-03 04:00:00,52.0,-3.5,11.38,6.97,2022,3,4,1
53,2022-01-03 05:00:00,53.0,-3.22,11.42,6.76,2022,3,5,1
54,2022-01-03 06:00:00,54.0,-2.63,11.54,7.05,2022,3,6,1
55,2022-01-03 07:00:00,55.0,-1.56,12.64,7.31,2022,3,7,1
56,2022-01-03 08:00:00,56.0,-1.91,12.98,7.59,2022,3,8,1
57,2022-01-03 09:00:00,57.0,-1.19,11.78,7.11,2022,3,9,1
58,2022-01-03 10:00:00,58.0,-0.17,12.64,7.27,2022,3,10,1
59,2022-01-03 11:00:00,59.0,-0.24,10.36,6.17,2022,3,11,1
60,2022-01-03 12:00:00,60.0,1.11,11.22,6.74,2022,3,12,1
61,2022-01-03 13:00:00,61.0,4.48,13.33,7.11,2022,3,13,1
62,2022-01-03 14:00:00,62.0,4.71,11.37,6.38,2022,3,14,1
63,2022-01-03 15:00:00,63.0,3.66,10.41,5.99,2022,3,15,1
64,2022-01-03 16:00:00,64.0,3.65,10.82,6.56,2022,3,16,1
65,2022-01-03 17:00:00,65.0,5.84,13.6,9.59,2022,3,17,1
66,2022-01-03 18:00:00,66.0,6.86,16.21,11.36,2022,3,18,1
67,2022-01-03 19:00:00,67.0,9.01,15.19,10.59,2022,3,19,1
68,2022-01-03 20:00:00,68.0,9.17,6.58,5.73,2022,3,20,1
69,2022-01-03 21:00:00,69.0,5.06,5.52,4.54,2022,3,21,1
70,2022-01-03 22:00:00,70.0,6.37,7.49,5.76,2022,3,22,1
71,2022-01-03 23:00:00,71.0,4.02,8.97,4.97,2022,3,23,1
72,2022-01-04 00:00:00,72.0,6.26,8.21,4.58,2022,4,0,1
73,2022-01-04 01:00:00,73.0,2.3,10.38,5.78,2022,4,1,1
74,2022-01-04 02:00:00,74.0,-0.21,8.31,5.0,2022,4,2,1
75,2022-01-04 03:00:00,75.0,-1.24,10.26,5.4,2022,4,3,1
76,2022-01-04 04:00:00,76.0,-2.1,8.83,4.4,2022,4,4,1
77,2022-01-04 05:00:00,77.0,-1.14,8.02,4.27,2022,4,5,1
78,2022-01-04 06:00:00,78.0,7.94,7.3,4.15,2022,4,6,1
79,2022-01-04 07:00:00,79.0,15.53,6.49,4.03,2022,4,7,1
80,2022-01-04 08:00:00,80.0,38.77,7.96,4.54,2022,4,8,1
81,2022-01-04 09:00:00,81.0,30.78,9.97,5.62,2022,4,9,1
82,2022-01-04 10:00:00,82.0,26.28,15.98,8.99,2022,4,10,1
83,2022-01-04 11:00:00,83.0,25.5,17.71,9.5,2022,4,11,1
84,2022-01-04 12:00:00,84.0,21.73,21.66,9.87,2022,4,12,1
85,2022-01-04 13:00:00,85.0,14.66,14.55,7.4,2022,4,13,1
86,2022-01-04 14:00:00,86.0,15.86,15.12,7.75,2022,4,14,1
87,2022-01-04 15:00:00,87.0,15.57,15.65,8.66,2022,4,15,1
88,2022-01-04 16:00:00,88.0,24.23,17.45,10.85,2022,4,16,1
89,2022-01-04 17:00:00,89.0,26.39,17.06,11.43,2022,4,17,1
90,2022-01-04 18:00:00,90.0,29.2,16.51,11.85,2022,4,18,1
91,2022-01-04 19:00:00,91.0,23.47,17.35,13.49,2022,4,19,1
92,2022-01-04 20:00:00,92.0,17.73,20.08,15.66,2022,4,20,1
93,2022-01-04 21:00:00,93.0,15.39,17.01,13.52,2022,4,21,1
94,2022-01-04 22:00:00,94.0,11.88,15.99,11.46,2022,4,22,1
95,2022-01-04 23:00:00,95.0,8.51,15.42,12.17,2022,4,23,1
96,2022-01-05 00:00:00,96.0,4.67,13.75,10.46,2022,5,0,1
97,2022-01-05 01:00:00,97.0,7.38,13.81,9.07,2022,5,1,1
98,2022-01-05 02:00:00,98.0,6.65,12.49,8.53,2022,5,2,1
99,2022-01-05 03:00:00,99.0,3.28,14.42,8.89,2022,5,3,1
100,2022-01-05 04:00:00,100.0,6.62,12.08,7.71,2022,5,4,1
101,2022-01-05 05:00:00,101.0,8.6,12.11,7.12,2022,5,5,1
102,2022-01-05 06:00:00,102.0,16.05,12.16,6.49,2022,5,6,1
103,2022-01-05 07:00:00,103.0,28.77,13.59,6.43,2022,5,7,1
104,2022-01-05 08:00:00,104.0,39.0,13.79,6.4,2022,5,8,1
105,2022-01-05 09:00:00,105.0,41.27,15.49,7.41,2022,5,9,1
106,2022-01-05 10:00:00,106.0,33.51,18.09,10.04,2022,5,10,1
107,2022-01-05 11:00:00,107.0,32.33,19.9,10.79,2022,5,11,1
108,2022-01-05 12:00:00,108.0,39.61,21.76,10.2,2022,5,12,1
109,2022-01-05 13:00:00,109.0,35.51,27.36,11.13,2022,5,13,1
110,2022-01-05 14:00:00,,,11.026719181868437,5.942949143173024,2022,5,14,1
111,2022-01-05 15:00:00,,,11.026719181868437,5.942949143173024,2022,5,15,1
112,2022-01-05 16:00:00,,,11.026719181868437,5.942949143173024,2022,5,16,1
113,2022-01-05 17:00:00,,,11.026719181868437,5.942949143173024,2022,5,17,1
114,2022-01-05 18:00:00,,,11.026719181868437,5.942949143173024,2022,5,18,1
115,2022-01-05 19:00:00,,,11.026719181868437,5.942949143173024,2022,5,19,1
116,2022-01-05 20:00:00,,,11.026719181868437,5.942949143173024,2022,5,20,1
117,2022-01-05 21:00:00,,,11.026719181868437,5.942949143173024,2022,5,21,1
118,2022-01-05 22:00:00,,,11.026719181868437,5.942949143173024,2022,5,22,1
119,2022-01-05 23:00:00,,,11.026719181868437,5.942949143173024,2022,5,23,1
120,2022-01-06 00:00:00,120.0,21.41,14.95,12.36,2022,6,0,1
121,2022-01-06 01:00:00,121.0,14.25,9.61,6.7,2022,6,1,1
122,2022-01-06 02:00:00,122.0,8.37,6.74,3.88,2022,6,2,1
123,2022-01-06 03:00:00,123.0,4.32,5.26,3.05,2022,6,3,1
124,2022-01-06 04:00:00,124.0,0.22,5.31,2.75,2022,6,4,1
125,2022-01-06 05:00:00,125.0,-1.12,6.77,3.01,2022,6,5,1
126,2022-01-06 06:00:00,126.0,1.75,7.21,3.27,2022,6,6,1
127,2022-01-06 07:00:00,127.0,1.19,7.13,3.25,2022,6,7,1
128,2022-01-06 08:00:00,128.0,5.36,3.29,1.91,2022,6,8,1
129,2022-01-06 09:00:00,129.0,4.5,2.89,1.52,2022,6,9,1
130,2022-01-06 10:00:00,130.0,3.54,2.53,1.08,2022,6,10,1
131,2022-01-06 11:00:00,131.0,8.18,2.7,1.24,2022,6,11,1
132,2022-01-06 12:00:00,132.0,13.65,8.43,4.74,2022,6,12,1
133,2022-01-06 13:00:00,133.0,13.19,13.97,6.94,2022,6,13,1
134,2022-01-06 14:00:00,134.0,12.96,8.49,4.82,2022,6,14,1
135,2022-01-06 15:00:00,135.0,17.09,8.27,4.86,2022,6,15,1
136,2022-01-06 16:00:00,136.0,18.32,7.32,4.16,2022,6,16,1
137,2022-01-06 17:00:00,137.0,18.53,8.57,5.27,2022,6,17,1
138,2022-01-06 18:00:00,138.0,15.22,6.21,4.27,2022,6,18,1
139,2022-01-06 19:00:00,139.0,10.79,11.52,7.75,2022,6,19,1
140,2022-01-06 20:00:00,140.0,8.05,8.49,6.57,2022,6,20,1
141,2022-01-06 21:00:00,141.0,4.72,5.06,4.1,2022,6,21,1
142,2022-01-06 22:00:00,142.0,1.32,5.53,4.27,2022,6,22,1
143,2022-01-06 23:00:00,143.0,0.14,5.73,4.08,2022,6,23,1
144,2022-01-07 00:00:00,144.0,-0.34,3.64,2.7,2022,7,0,1
145,2022-01-07 01:00:00,145.0,-0.95,3.6,2.58,2022,7,1,1
146,2022-01-07 02:00:00,146.0,-2.03,2.71,1.58,2022,7,2,1
147,2022-01-07 03:00:00,147.0,-2.0,2.25,1.42,2022,7,3,1
148,2022-01-07 04:00:00,148.0,-1.97,2.37,1.53,2022,7,4,1
149,2022-01-07 05:00:00,149.0,-2.09,3.39,2.2,2022,7,5,1
150,2022-01-07 06:00:00,150.0,6.45,2.5,1.61,2022,7,6,1
151,2022-01-07 07:00:00,151.0,18.33,4.18,2.22,2022,7,7,1
152,2022-01-07 08:00:00,152.0,33.64,6.35,3.22,2022,7,8,1
153,2022-01-07 09:00:00,153.0,20.9,11.04,4.41,2022,7,9,1
154,2022-01-07 10:00:00,154.0,15.79,12.56,5.43,2022,7,10,1
155,2022-01-07 11:00:00,155.0,20.14,9.12,4.98,2022,7,11,1
156,2022-01-07 12:00:00,156.0,37.3,6.31,3.69,2022,7,12,1
157,2022-01-07 13:00:00,157.0,26.79,6.63,3.88,2022,7,13,1
158,2022-01-07 14:00:00,158.0,19.14,4.16,2.8,2022,7,14,1
159,2022-01-07 15:00:00,159.0,28.92,6.35,5.26,2022,7,15,1
160,2022-01-07 16:00:00,160.0,32.02,8.53,6.95,2022,7,16,1
161,2022-01-07 17:00:00,161.0,34.12,11.11,8.95,2022,7,17,1
162,2022-01-07 18:00:00,162.0,40.85,11.95,9.75,2022,7,18,1
163,2022-01-07 19:00:00,163.0,23.41,12.58,9.91,2022,7,19,1
164,2022-01-07 20:00:00,164.0,22.2,12.03,9.16,2022,7,20,1
165,2022-01-07 21:00:00,165.0,14.22,19.89,15.44,2022,7,21,1
166,2022-01-07 22:00:00,166.0,12.42,16.89,14.17,2022,7,22,1
167,2022-01-07 23:00:00,167.0,8.12,14.02,11.49,2022,7,23,1
168,2022-01-08 00:00:00,168.0,4.0,17.65,12.22,2022,8,0,1
169,2022-01-08 01:00:00,169.0,2.31,10.52,7.68,2022,8,1,1
170,2022-01-08 02:00:00,170.0,1.22,8.98,6.43,2022,8,2,1
171,2022-01-08 03:00:00,171.0,0.76,7.18,5.08,2022,8,3,1
172,2022-01-08 04:00:00,172.0,0.2,3.48,2.74,2022,8,4,1
173,2022-01-08 05:00:00,173.0,-0.07,2.0,1.46,2022,8,5,1
174,2022-01-08 06:00:00,174.0,1.65,0.95,0.64,2022,8,6,1
175,2022-01-08 07:00:00,175.0,0.91,0.75,0.4,2022,8,7,1
176,2022-01-08 08:00:00,176.0,5.07,8.98,6.36,2022,8,8,1
177,2022-01-08 09:00:00,177.0,10.96,14.61,10.69,2022,8,9,1
178,2022-01-08 10:00:00,178.0,14.25,21.3,14.14,2022,8,10,1
179,2022-01-08 11:00:00,,,11.026719181868437,5.942949143173024,2022,8,11,1
180,2022-01-08 12:00:00,180.0,17.35,21.11,13.03,2022,8,12,1
181,2022-01-08 13:00:00,181.0,15.81,15.99,9.58,2022,8,13,1
182,2022-01-08 14:00:00,182.0,14.47,11.79,6.25,2022,8,14,1
183,2022-01-08 15:00:00,183.0,15.83,10.76,5.53,2022,8,15,1
184,2022-01-08 16:00:00,184.0,13.81,13.18,7.75,2022,8,16,1
185,2022-01-08 17:00:00,185.0,13.82,12.92,8.2,2022,8,17,1
186,2022-01-08 18:00:00,186.0,11.77,12.6,8.6,2022,8,18,1
187,2022-01-08 19:00:00,187.0,9.64,8.92,6.82,2022,8,19,1
188,2022-01-08 20:00:00,188.0,11.54,8.43,6.85,2022,8,20,1
189,2022-01-08 21:00:00,189.0,10.68,9.76,7.58,2022,8,21,1
190,2022-01-08 22:00:00,190.0,8.02,10.47,7.58,2022,8,22,1
191,2022-01-08 23:00:00,191.0,4.81,10.23,7.18,2022,8,23,1
192,2022-01-09 00:00:00,192.0,3.06,8.16,5.46,2022,9,0,1
193,2022-01-09 01:00:00,193.0,1.75,8.77,5.5,2022,9,1,1
194,2022-01-09 02:00:00,194.0,0.65,7.25,4.58,2022,9,2,1
195,2022-01-09 03:00:00,195.0,0.08,7.29,4.54,2022,9,3,1
196,2022-01-09 04:00:00,196.0,0.34,6.35,3.93,2022,9,4,1
197,2022-01-09 05:00:00,197.0,-0.19,8.77,5.09,2022,9,5,1
198,2022-01-09 06:00:00,198.0,3.74,9.67,5.67,2022,9,6,1
199,2022-01-09 07:00:00,199.0,1.32,9.47,5.82,2022,9,7,1
200,2022-01-09 08:00:00,200.0,5.99,9.88,5.81,2022,9,8,1
201,2022-01-09 09:00:00,201.0,5.73,9.64,5.75,2022,9,9,1
202,2022-01-09 10:00:00,202.0,7.42,10.45,6.39,2022,9,10,1
203,2022-01-09 11:00:00,203.0,9.23,11.52,6.3,2022,9,11,1
204,2022-01-09 12:00:00,204.0,11.23,12.69,7.2,2022,9,12,1
205,2022-01-09 13:00:00,205.0,13.01,13.23,7.77,2022,9,13,1
206,2022-01-09 14:00:00,206.0,14.52,16.25,9.31,2022,9,14,1
207,2022-01-09 15:00:00,207.0,14.05,18.0,10.39,2022,9,15,1
208,2022-01-09 16:00:00,208.0,17.52,17.92,11.54,2022,9,16,1
209,2022-01-09 17:00:00,209.0,21.03,20.89,13.23,2022,9,17,1
210,2022-01-09 18:00:00,210.0,18.63,22.96,14.72,2022,9,18,1
211,2022-01-09 19:00:00,,,11.026719181868437,5.942949143173024,2022,9,19,1
212,2022-01-09 20:00:00,212.0,20.25,21.05,14.97,2022,9,20,1
213,2022-01-09 21:00:00,,,11.026719181868437,5.942949143173024,2022,9,21,1
214,2022-01-09 22:00:00,214.0,13.96,14.86,12.28,2022,9,22,1
215,2022-01-09 23:00:00,215.0,19.24,13.99,12.56,2022,9,23,1
216,2022-01-10 00:00:00,,,11.026719181868437,5.942949143173024,2022,10,0,1
217,2022-01-10 01:00:00,,,11.026719181868437,5.942949143173024,2022,10,1,1
218,2022-01-10 02:00:00,,,11.026719181868437,5.942949143173024,2022,10,2,1
219,2022-01-10 03:00:00,219.0,26.43,11.01,9.88,2022,10,3,1
220,2022-01-10 04:00:00,220.0,17.78,7.64,7.06,2022,10,4,1
221,2022-01-10 05:00:00,221.0,22.58,6.34,5.74,2022,10,5,1
222,2022-01-10 06:00:00,222.0,37.76,5.98,4.97,2022,10,6,1
223,2022-01-10 07:00:00,223.0,30.13,4.88,4.0,2022,10,7,1
224,2022-01-10 08:00:00,224.0,24.35,4.06,3.1,2022,10,8,1
225,2022-01-10 09:00:00,225.0,24.78,3.29,2.04,2022,10,9,1
226,2022-01-10 10:00:00,226.0,14.84,5.55,2.25,2022,10,10,1
227,2022-01-10 11:00:00,227.0,13.77,5.44,2.44,2022,10,11,1
228,2022-01-10 12:00:00,228.0,11.54,3.85,2.33,2022,10,12,1
229,2022-01-10 13:00:00,229.0,14.62,4.4,2.23,2022,10,13,1
230,2022-01-10 14:00:00,230.0,14.03,5.27,2.52,2022,10,14,1
231,2022-01-10 15:00:00,231.0,21.25,5.67,3.39,2022,10,15,1
232,2022-01-10 16:00:00,232.0,14.39,5.57,3.48,2022,10,16,1
233,2022-01-10 17:00:00,233.0,15.39,6.34,4.81,2022,10,17,1
234,2022-01-10 18:00:00,234.0,16.44,7.31,5.39,2022,10,18,1
235,2022-01-10 19:00:00,235.0,21.1,8.43,6.6,2022,10,19,1
236,2022-01-10 20:00:00,236.0,17.77,13.79,10.12,2022,10,20,1
237,2022-01-10 21:00:00,237.0,23.48,14.72,10.8,2022,10,21,1
238,2022-01-10 22:00:00,238.0,19.29,14.67,10.12,2022,10,22,1
239,2022-01-10 23:00:00,239.0,15.85,16.27,10.39,2022,10,23,1
240,2022-01-11 00:00:00,240.0,12.92,16.67,10.19,2022,11,0,1
241,2022-01-11 01:00:00,241.0,11.13,17.32,10.31,2022,11,1,1
242,2022-01-11 02:00:00,242.0,9.12,16.76,10.56,2022,11,2,1
243,2022-01-11 03:00:00,243.0,13.76,17.59,10.15,2022,11,3,1
244,2022-01-11 04:00:00,244.0,14.69,18.14,10.62,2022,11,4,1
245,2022-01-11 05:00:00,245.0,16.55,17.05,10.17,2022,11,5,1
246,2022-01-11 06:00:00,246.0,45.66,16.48,9.56,2022,11,6,1
247,2022-01-11 07:00:00,247.0,62.6,17.72,10.22,2022,11,7,1
248,2022-01-11 08:00:00,248.0,71.94,19.85,11.44,2022,11,8,1
249,2022-01-11 09:00:00,249.0,78.2,22.62,13.74,2022,11,9,1
250,2022-01-11 10:00:00,250.0,83.25,29.28,15.38,2022,11,10,1
251,2022-01-11 11:00:00,,,11.026719181868437,5.942949143173024,2022,11,11,1
252,2022-01-11 12:00:00,,,11.026719181868437,5.942949143173024,2022,11,12,1
253,2022-01-11 13:00:00,,,11.026719181868437,5.942949143173024,2022,11,13,1
254,2022-01-11 14:00:00,,,11.026719181868437,5.942949143173024,2022,11,14,1
255,2022-01-11 15:00:00,,,11.026719181868437,5.942949143173024,2022,11,15,1
256,2022-01-11 16:00:00,,,11.026719181868437,5.942949143173024,2022,11,16,1
257,2022-01-11 17:00:00,,,11.026719181868437,5.942949143173024,2022,11,17,1
258,2022-01-11 18:00:00,,,11.026719181868437,5.942949143173024,2022,11,18,1
259,2022-01-11 19:00:00,,,11.026719181868437,5.942949143173024,2022,11,19,1
260,2022-01-11 20:00:00,,,11.026719181868437,5.942949143173024,2022,11,20,1
261,2022-01-11 21:00:00,,,11.026719181868437,5.942949143173024,2022,11,21,1
262,2022-01-11 22:00:00,,,11.026719181868437,5.942949143173024,2022,11,22,1
263,2022-01-11 23:00:00,,,11.026719181868437,5.942949143173024,2022,11,23,1
264,2022-01-12 00:00:00,,,11.026719181868437,5.942949143173024,2022,12,0,1
265,2022-01-12 01:00:00,,,11.026719181868437,5.942949143173024,2022,12,1,1
266,2022-01-12 02:00:00,,,11.026719181868437,5.942949143173024,2022,12,2,1
267,2022-01-12 03:00:00,,,11.026719181868437,5.942949143173024,2022,12,3,1
268,2022-01-12 04:00:00,,,11.026719181868437,5.942949143173024,2022,12,4,1
269,2022-01-12 05:00:00,,,11.026719181868437,5.942949143173024,2022,12,5,1
270,2022-01-12 06:00:00,255.0,27.06,9.84,5.34,2022,12,6,1
271,2022-01-12 07:00:00,256.0,32.92,11.32,5.3,2022,12,7,1
272,2022-01-12 08:00:00,257.0,46.25,13.96,5.92,2022,12,8,1
273,2022-01-12 09:00:00,258.0,64.99,20.29,7.08,2022,12,9,1
274,2022-01-12 10:00:00,259.0,42.68,20.85,7.51,2022,12,10,1
275,2022-01-12 11:00:00,260.0,39.67,24.85,8.19,2022,12,11,1
276,2022-01-12 12:00:00,261.0,47.23,30.26,9.35,2022,12,12,1
277,2022-01-12 13:00:00,262.0,31.73,25.11,7.97,2022,12,13,1
278,2022-01-12 14:00:00,263.0,21.49,18.56,6.49,2022,12,14,1
279,2022-01-12 15:00:00,264.0,21.47,15.82,7.37,2022,12,15,1
280,2022-01-12 16:00:00,265.0,27.72,16.43,8.78,2022,12,16,1
281,2022-01-12 17:00:00,,,11.026719181868437,5.942949143173024,2022,12,17,1
282,2022-01-12 18:00:00,,,11.026719181868437,5.942949143173024,2022,12,18,1
283,2022-01-12 19:00:00,,,11.026719181868437,5.942949143173024,2022,12,19,1
284,2022-01-12 20:00:00,,,11.026719181868437,5.942949143173024,2022,12,20,1
285,2022-01-12 21:00:00,270.0,39.27,24.73,14.17,2022,12,21,1
286,2022-01-12 22:00:00,,,11.026719181868437,5.942949143173024,2022,12,22,1
287,2022-01-12 23:00:00,,,11.026719181868437,5.942949143173024,2022,12,23,1
288,2022-01-13 00:00:00,273.0,15.89,10.52,7.34,2022,13,0,1
289,2022-01-13 01:00:00,274.0,15.12,9.81,7.51,2022,13,1,1
290,2022-01-13 02:00:00,275.0,29.54,13.61,11.11,2022,13,2,1
291,2022-01-13 03:00:00,276.0,32.47,13.68,10.84,2022,13,3,1
292,2022-01-13 04:00:00,277.0,26.92,13.18,10.61,2022,13,4,1
293,2022-01-13 05:00:00,278.0,28.75,12.83,10.03,2022,13,5,1
294,2022-01-13 06:00:00,279.0,41.92,13.69,10.11,2022,13,6,1
295,2022-01-13 07:00:00,280.0,57.17,16.07,10.38,2022,13,7,1
296,2022-01-13 08:00:00,281.0,62.77,15.78,9.36,2022,13,8,1
297,2022-01-13 09:00:00,282.0,49.16,15.27,8.62,2022,13,9,1
298,2022-01-13 10:00:00,283.0,35.23,13.97,7.03,2022,13,10,1
299,2022-01-13 11:00:00,284.0,33.25,14.3,5.87,2022,13,11,1
300,2022-01-13 12:00:00,285.0,22.8,12.47,5.8,2022,13,12,1
301,2022-01-13 13:00:00,286.0,46.84,28.26,9.07,2022,13,13,1
302,2022-01-13 14:00:00,287.0,32.5,21.1,8.32,2022,13,14,1
303,2022-01-13 15:00:00,288.0,36.6,25.91,11.04,2022,13,15,1
304,2022-01-13 16:00:00,289.0,41.73,23.9,9.9,2022,13,16,1
305,2022-01-13 17:00:00,290.0,41.72,21.4,11.01,2022,13,17,1
306,2022-01-13 18:00:00,291.0,41.93,24.33,15.47,2022,13,18,1
307,2022-01-13 19:00:00,,,11.026719181868437,5.942949143173024,2022,13,19,1
308,2022-01-13 20:00:00,,,11.026719181868437,5.942949143173024,2022,13,20,1
309,2022-01-13 21:00:00,,,11.026719181868437,5.942949143173024,2022,13,21,1
310,2022-01-13 22:00:00,,,11.026719181868437,5.942949143173024,2022,13,22,1
311,2022-01-13 23:00:00,,,11.026719181868437,5.942949143173024,2022,13,23,1
312,2022-01-14 00:00:00,,,11.026719181868437,5.942949143173024,2022,14,0,1
313,2022-01-14 01:00:00,,,11.026719181868437,5.942949143173024,2022,14,1,1
314,2022-01-14 02:00:00,,,11.026719181868437,5.942949143173024,2022,14,2,1
315,2022-01-14 03:00:00,,,11.026719181868437,5.942949143173024,2022,14,3,1
316,2022-01-14 04:00:00,,,11.026719181868437,5.942949143173024,2022,14,4,1
317,2022-01-14 05:00:00,,,11.026719181868437,5.942949143173024,2022,14,5,1
318,2022-01-14 06:00:00,303.0,34.1,17.27,13.4,2022,14,6,1
319,2022-01-14 07:00:00,304.0,48.73,18.06,13.08,2022,14,7,1
320,2022-01-14 08:00:00,305.0,62.01,24.85,14.3,2022,14,8,1
321,2022-01-14 09:00:00,,,11.026719181868437,5.942949143173024,2022,14,9,1
322,2022-01-14 10:00:00,,,11.026719181868437,5.942949143173024,2022,14,10,1
323,2022-01-14 11:00:00,,,11.026719181868437,5.942949143173024,2022,14,11,1
324,2022-01-14 12:00:00,,,11.026719181868437,5.942949143173024,2022,14,12,1
325,2022-01-14 13:00:00,,,11.026719181868437,5.942949143173024,2022,14,13,1
326,2022-01-14 14:00:00,,,11.026719181868437,5.942949143173024,2022,14,14,1
327,2022-01-14 15:00:00,312.0,43.88,22.01,14.73,2022,14,15,1
328,2022-01-14 16:00:00,313.0,39.64,20.53,15.1,2022,14,16,1
329,2022-01-14 17:00:00,,,11.026719181868437,5.942949143173024,2022,14,17,1
330,2022-01-14 18:00:00,,,11.026719181868437,5.942949143173024,2022,14,18,1
331,2022-01-14 19:00:00,,,11.026719181868437,5.942949143173024,2022,14,19,1
332,2022-01-14 20:00:00,,,11.026719181868437,5.942949143173024,2022,14,20,1
333,2022-01-14 21:00:00,,,11.026719181868437,5.942949143173024,2022,14,21,1
334,2022-01-14 22:00:00,,,11.026719181868437,5.942949143173024,2022,14,22,1
335,2022-01-14 23:00:00,,,11.026719181868437,5.942949143173024,2022,14,23,1
336,2022-01-15 00:00:00,,,11.026719181868437,5.942949143173024,2022,15,0,1
337,2022-01-15 01:00:00,,,11.026719181868437,5.942949143173024,2022,15,1,1
338,2022-01-15 02:00:00,,,11.026719181868437,5.942949143173024,2022,15,2,1
339,2022-01-15 03:00:00,,,11.026719181868437,5.942949143173024,2022,15,3,1
340,2022-01-15 04:00:00,,,11.026719181868437,5.942949143173024,2022,15,4,1
341,2022-01-15 05:00:00,,,11.026719181868437,5.942949143173024,2022,15,5,1
342,2022-01-15 06:00:00,,,11.026719181868437,5.942949143173024,2022,15,6,1
